stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,level_id
AIX-22505,22505,Dioulouffet,Dioulouffet,43.566196,5.434091,,,0,,,0,,
AIX-25876,25876,Docteur Aurientis,Dr Aurientis,43.530113,5.458816,,,0,,,0,,
AIX-25001,25001,Docteur Bertrand,Dr Bertrand,43.541393,5.451935,,,0,,,0,,
AIX-25528,25528,Docteur Bertrand,Dr Bertrand,43.541496,5.452159,,,0,,,0,,
AIX-21004,21004,Domaine des Fleurs,Domaine Fleurs,43.534153,5.408341,,,0,,,0,,
AIX-25628,25628,Domaine des Fleurs,Domaine Fleurs,43.533806,5.408175,,,0,,,0,,
AIX-21558,21558,Domaine Prignon,Domaine Prignon,43.538113,5.484469,,,0,,,0,,
AIX-22746,22746,Domaine Prignon,Domaine Prignon,43.538033,5.484576,,,0,,,0,,
AIX-25877,25877,Duchesne,Duchesne,43.492046,5.372404,,,0,,,0,,
AIX-24520,24520,Dunant,Dunant,43.520218,5.429736,,,0,,,0,,
AIX-26638,26638,Dunant,Dunant,43.520435,5.429705,,,0,,,0,,
AIX-20021,20021,Duranne Ecole,Duranne Ecole,43.486465,5.344617,,,0,,,0,,
AIX-26320,26320,E 12,E 12,43.561241,5.460523,,,0,,,0,,
AIX-21287,21287,E 13,E 13,43.559898,5.457524,,,0,,,0,,
AIX-28169,28169,E 14,E 14,43.559341,5.456081,,,0,,,0,,
AIX-25466,25466,E 15,E 15,43.55835,5.451355,,,0,,,0,,
AIX-23633,23633,Ecole,Ecole,43.599609,5.447011,,,0,,,0,,
AIX-24480,24480,Ecole Auguste Boyer,Ecole A.Boyer,43.507149,5.39133,,,0,,,0,,
AIX-23549,23549,Ecole Eugene Bremond,Ecol.Eug.Bremond,43.577934,5.422618,,,0,,,0,,
AIX-22274,22274,Ecole La Torse,Ecole La Torse,43.524872,5.466915,,,0,,,0,,
AIX-24336,24336,Ecole La Torse,Ecole La Torse,43.525116,5.466639,,,0,,,0,,
AIX-24335,24335,Ecole Militaire,Ecole Militaire,43.526482,5.45769,,,0,,,0,,
AIX-24722,24722,Ecole Militaire,Ecole Militaire,43.52652,5.45737,,,0,,,0,,
AIX-20639,20639,Ecole Val Saint-Andre,Ecole V.St André,43.518536,5.46689,,,0,,,0,,
AIX-21000,21000,Ecole Val Saint-Andre,Ecole V.St André,43.518764,5.467216,,,0,,,0,,
AIX-22688,22688,Eiffel,Eiffel,43.481308,5.387572,,,0,,,0,,
AIX-25614,25614,Eiffel,Eiffel,43.482143,5.385345,,,0,,,0,,
AIX-24141,24141,Einstein,Einstein,43.492947,5.37391,,,0,,,0,,
AIX-34109,34109,Emilien Gautier,Emilien Gautier,43.480202,5.394,,,0,,,0,,
AIX-34110,34110,Emilien Gautier,Emilien Gautier,43.480389,5.3938,,,0,,,0,,
AIX-20175,20175,Encagnane mairie annexe,E.Mairie annexe,43.5242,5.43303,,,0,,,0,,
AIX-26475,26475,Encagnane Mairie Annexe,E.Mairie annexe,43.52393,5.43393,,,0,,,0,,
AIX-25254,25254,Ensoleille,Ensoleillé,43.512554,5.423633,,,0,,,0,,
AIX-21961,21961,Ente,Ente,43.493134,5.377723,,,0,,,0,,
AIX-21531,21531,Entremont,Entremont,43.551861,5.436606,,,0,,,0,,
AIX-25382,25382,Entremont,Entremont,43.551762,5.436939,,,0,,,0,,
AIX-22050,22050,Eolienne,Eolienne,43.558907,5.441941,,,0,,,0,,
AIX-23987,23987,Eolienne,Eolienne,43.55896,5.442031,,,0,,,0,,
AIX-20022,20022,Eperon,Eperon,43.557217,5.43363,,,0,,,0,,
AIX-21349,21349,Eperon,Eperon,43.557537,5.434307,,,0,,,0,,
AIX-21532,21532,Erables,Erables,43.580101,5.417273,,,0,,,0,,
AIX-25383,25383,Erables,Erables,43.580147,5.416748,,,0,,,0,,
AIX-21805,21805,Eridan,Eridan,43.531235,5.409383,,,0,,,0,,
AIX-24712,24712,Eridan,Eridan,43.531322,5.409409,,,0,,,0,,
AIX-23953,23953,Espace Ferrato,Espace Ferrato,43.563171,5.459612,,,0,,,0,,
AIX-25714,25714,Espace G. Duby,Espace G. Duby,43.509651,5.48974,,,0,,,0,,
AIX-26252,26252,Espace G. Duby,Espace G. Duby,43.509785,5.489786,,,0,,,0,,
AIX-20238,20238,Espérantistes,Espérantistes 2,43.53862,5.457072,,,0,,,0,,
AIX-25668,25668,Espérantistes,Espérantistes 2,43.538372,5.45703,,,0,,,0,,
AIX-20475,20475,Estramadour,Estramadour,43.537514,5.420714,,,0,,,0,,
AIX-25815,25815,Estramadour,Estramadour,43.537506,5.420479,,,0,,,0,,
AIX-25529,25529,Etoile,Etoile,43.573318,5.423227,,,0,,,0,,
AIX-25879,25879,Etoile,Etoile,43.57407,5.422571,,,0,,,0,,
AIX-21706,21706,Europe - Cezanne,Europe-Cezanne,43.524921,5.42946,,,0,,,0,,
AIX-26389,26389,Europe - Cezanne,Europe-Cezanne,43.52478,5.42945,,,0,,,0,,
AIX-24452,24452,Europôle Arbois,Europôle Arbois,43.490356,5.332014,,,0,,,0,,
AIX-28101,28101,Facultés,Facultés,43.519451,5.44669,,,0,,,0,,
AIX-28102,28102,Facultés,Facultés,43.519047,5.446775,,,0,,,0,,
AIX-21664,21664,Faveloun,Faveloun,43.56036,5.420691,,,0,,,0,,
AIX-24644,24644,Faveloun,Faveloun,43.560471,5.420579,,,0,,,0,,
AIX-24138,24138,Fenouillères,Fenouillères,43.513618,5.44829,,,0,,,0,,
AIX-26380,26380,Fenouillères,Fenouillères,43.513512,5.44859,,,0,,,0,,
AIX-22833,22833,Ferrageon,Ferrageon,43.522224,5.510557,,,0,,,0,,
AIX-25713,25713,Ferrageon,Ferrageon,43.522232,5.510793,,,0,,,0,,
AIX-22742,22742,Ferry,Ferry,43.522163,5.449599,,,0,,,0,,
AIX-23089,23089,Ferry,Ferry,43.522129,5.449494,,,0,,,0,,
AIX-22451,22451,Fleming,Fleming,43.532017,5.421313,,,0,,,0,,
AIX-24569,24569,Fleming,Fleming,43.532108,5.421184,,,0,,,0,,
AIX-22452,22452,Fleury-Val,Fleury-Val,43.53883,5.438281,,,0,,,0,,
AIX-24570,24570,Fleury-Val,Fleury-Val,43.538708,5.438079,,,0,,,0,,
AIX-21616,21616,Floralies,Floralies,43.515656,5.436278,,,0,,,0,,
AIX-23745,23745,Floralies,Floralies,43.515491,5.436843,,,0,,,0,,
AIX-20725,20725,Font- Rousse Bas,Font-Rousse Bas,43.596069,5.44241,,,0,,,0,,
AIX-24481,24481,Font- Rousse Bas,Font-Rousse Bas,43.596405,5.442613,,,0,,,0,,
AIX-22821,22821,Fontenaille,Fontenaille,43.534058,5.460897,,,0,,,0,,
AIX-25703,25703,Fontenaille,Fontenaille,43.53392,5.461131,,,0,,,0,,
AIX-20665,20665,Fontlèbre,Fontlèbre,43.550667,5.456824,,,0,,,0,,
AIX-25283,25283,Fontlèbre,Fontlèbre,43.550903,5.457059,,,0,,,0,,
AIX-23813,23813,Foucault,Foucault,43.488071,5.359329,,,0,,,0,,
AIX-25002,25002,Foucault,Foucault,43.487919,5.359264,,,0,,,0,,
AIX-24101,24101,Four d'Eyglun,Four d'Eyglun,43.528049,5.411132,,,0,,,0,,
AIX-26321,26321,Four d'Eyglun,Four d'Eyglun,43.528118,5.411432,,,0,,,0,,
AIX-26645,26645,Four d'Eyglun,Four d'Eyglun,43.528267,5.411831,,,0,,,0,,
AIX-29772,29772,Four d'Eyglun,Four d'Eyglun,43.52821,5.410839,,,0,,,0,,
AIX-20842,20842,Freres Gris,Freres Gris,43.496258,5.43357,,,0,,,0,,
AIX-23801,23801,Freres Gris,Freres Gris,43.496037,5.433347,,,0,,,0,,
AIX-21350,21350,Fresnel,Fresnel,43.495701,5.351352,,,0,,,0,,
AIX-25880,25880,Fresnel,Fresnel,43.495834,5.351426,,,0,,,0,,
AIX-25003,25003,Fusains,Fusains,43.568779,5.425402,,,0,,,0,,
AIX-25530,25530,Fusains,Fusains,43.568226,5.425995,,,0,,,0,,
AIX-23245,23245,G.R. Mouret 21,G.R. Mouret 21,43.523212,5.437296,,,0,,,0,,
AIX-26672,26672,G.R. Mouret 24,G.R. Mouret 24,43.522705,5.437045,,,0,,,0,,
AIX-22476,22476,G.R. Mouret 28,G.R. Mouret 28,43.522015,5.436392,,,0,,,0,,
AIX-20476,20476,Galice,Galice,43.528233,5.433351,,,0,,,0,,
AIX-21617,21617,Galice,Galice,43.528408,5.433347,,,0,,,0,,
AIX-23090,23090,Galilée,Galilée,43.488922,5.341179,,,0,,,0,,
AIX-24401,24401,Galilée,Galilée,43.488663,5.341133,,,0,,,0,,
AIX-23628,23628,Gambetta,Gambetta,43.524746,5.454524,,,0,,,0,,
AIX-24878,24878,Gambetta,Gambetta,43.524738,5.45396,,,0,,,0,,
AIX-26154,26154,Gare des Milles,Gare des Milles,43.503342,5.383428,,,0,,,0,,
AIX-21447,21447,Gare du Pey Blanc,GR Pey Blanc,43.545689,5.398387,,,0,,,0,,
AIX-26051,26051,Gare du Pey Blanc,GR Pey Blanc,43.545513,5.398164,,,0,,,0,,
AIX-20825,20825,Gare Routière,Gare Routière,43.523472,5.441667,,,0,,,0,,
AIX-24392,24392,Gare Routière,Gare Routière,43.523487,5.441752,,,0,,,0,,
AIX-24568,24568,Gare Routière,Gare Routière,43.52346,5.43849,,,0,,,0,,
AIX-29149,29149,Gare Routière,Gare Routière,43.523521,5.43925,,,0,,,0,,
AIX-22976,22976,Gare Routière Belges,G.R Belges,43.52367,5.44266,,,0,,,0,,
AIX-23271,23271,Gare Routière Belges,G.R Belges,43.5238,5.44287,,,0,,,0,,
AIX-21653,21653,Gare SNCF,Gare Sncf,43.522869,5.44585,,,0,,,0,,
AIX-25450,25450,Gare SNCF,Gare Sncf,43.52272,5.446,,,0,,,0,,
AIX-22506,22506,Giono,Giono,43.514732,5.438272,,,0,,,0,,
AIX-26386,26386,Giono,Giono,43.514503,5.438497,,,0,,,0,,
AIX-20282,20282,Girelles,Girelles,43.528721,5.406595,,,0,,,0,,
AIX-26493,26493,Girelles,Girelles,43.52882,5.406479,,,0,,,0,,
AIX-26243,26243,Grand Domaine,Grand Domaine,43.582279,5.411272,,,0,,,0,,
AIX-26550,26550,Grand Domaine,Grand Domaine,43.581619,5.411285,,,0,,,0,,
AIX-20477,20477,Grand Saint Jean,Grand Saint Jean,43.612026,5.383015,,,0,,,0,,
AIX-26253,26253,Grande Bastide,Grande Bastide,43.530064,5.40941,,,0,,,0,,
AIX-26234,26234,Grande Terre,Grande Terre,43.600440999999996,5.48682,,,0,,,0,,
AIX-22134,22134,Grande Thumine,Grande Thumine,43.522293,5.415585,,,0,,,0,,
AIX-26639,26639,Grande Thumine,Grande Thumine,43.522331,5.415426,,,0,,,0,,
AIX-23145,23145,Grands Chênes,Grands Chênes,43.560558,5.434782,,,0,,,0,,
AIX-25384,25384,Grands Chênes,Grands Chênes,43.560619,5.434662,,,0,,,0,,
AIX-26145,26145,GTP,GTP,43.52676,5.438083,,,0,,,0,,
AIX-22367,22367,Guienne,Guienne,43.577324,5.410332,,,0,,,0,,
AIX-23637,23637,Guienne,Guienne,43.57819,5.409788,,,0,,,0,,
AIX-21516,21516,Guiramande Silo,Guiramande Silo,43.509434,5.446846,,,0,,,0,,
AIX-21937,21937,Guiramande Silo,Guiramande Silo,43.509548,5.446916,,,0,,,0,,
AIX-21478,21478,Guyon,Guyon,43.534748,5.436094,,,0,,,0,,
AIX-24369,24369,Guyon,Guyon,43.534927,5.43581,,,0,,,0,,
AIX-34103,34103,Hameau de Victoria,Hameau de Victor,43.54475,5.401324,,,0,,,0,,
AIX-34104,34104,Hameau de Victoria,Hameau de Victor,43.544731,5.40115,,,0,,,0,,
AIX-21433,21433,Hameau La Torse,Hameau La Torse,43.526283,5.464852,,,0,,,0,,
AIX-25207,25207,Hameau La Torse,Hameau La Torse,43.525993,5.465113,,,0,,,0,,
AIX-20023,20023,Horloge,Horloge,43.529823,5.420167,,,0,,,0,,
AIX-24645,24645,Horloge,Horloge,43.529972,5.420464,,,0,,,0,,
AIX-20240,20240,Huilerie,Huilerie,43.549286,5.427337,,,0,,,0,,
AIX-22453,22453,Hôpital,Hôpital,43.533924,5.442487,,,0,,,0,,
AIX-24572,24572,Hôpital,Hôpital,43.533634,5.442128,,,0,,,0,,
AIX-21288,21288,Hôpital Pontier,Hôpital Pontier,43.534031,5.443477,,,0,,,0,,
AIX-21570,21570,Hôpital Pontier,Hôpital Pontier,43.533997,5.443,,,0,,,0,,
AIX-30044,30044,Hôpital Provence,Hôpital Provence,43.503319,5.43639,,,0,,,0,,
AIX-22512,22512,Hôpital Provence RD8N,Hôpital Pce RD8N,43.504253,5.435232,,,0,,,0,,
AIX-23740,23740,Hôpital Provence RD8N,Hôpital Pce RD8N,43.504154,5.435382,,,0,,,0,,
AIX-22919,22919,Hôpital Tamaris,Hôpital Tamaris,43.535805,5.441313,,,0,,,0,,
AIX-20369,20369,I.A.E.,I.A.E.,43.587032,5.423589,,,0,,,0,,
AIX-26551,26551,I.A.E.,I.A.E.,43.586956,5.423523,,,0,,,0,,
AIX-20666,20666,Infirmeries,Infirmeries,43.513088,5.463658,,,0,,,0,,
AIX-21121,21121,Infirmeries,Infirmeries,43.513226,5.463781,,,0,,,0,,
AIX-20297,20297,J 1,J 1,43.546188,5.519715,,,0,,,0,,
AIX-20865,20865,J 10,J 10,43.547237,5.493322,,,0,,,0,,
AIX-24142,24142,J 11,J 11,43.546131,5.496232,,,0,,,0,,
AIX-21665,21665,J 12,J 12,43.545033,5.499456,,,0,,,0,,
AIX-22507,22507,J 13,J 13,43.546284,5.503961,,,0,,,0,,
AIX-24143,24143,J 15 Bis,J 15bis,43.541962,5.493305,,,0,,,0,,
AIX-22508,22508,J 17,J 17,43.552177,5.538855,,,0,,,0,,
AIX-23558,23558,J 18,J 18,43.552525,5.536155,,,0,,,0,,
AIX-22195,22195,J 19,J 19,43.542194,5.49624,,,0,,,0,,
AIX-21975,21975,J 5,J 5,43.553944,5.531466,,,0,,,0,,
AIX-25882,25882,J 6,J 6,43.552883,5.528151,,,0,,,0,,
AIX-22978,22978,J 6 Bis,J 6bis,43.54995,5.523638,,,0,,,0,,
AIX-21666,21666,J 7,J 7,43.548325,5.511829,,,0,,,0,,
AIX-20381,20381,J 8,J 8,43.546631,5.512131,,,0,,,0,,
AIX-24023,24023,J 8 Bis,J 8bis,43.546051,5.508022,,,0,,,0,,
AIX-24022,24022,J 9,J 9,43.545456,5.514117,,,0,,,0,,
AIX-25295,25295,J 9,J 9,43.545502,5.514394,,,0,,,0,,
AIX-21571,21571,Jardin d'Estelle,Jardin d'Estelle,43.529251,5.41056,,,0,,,0,,
AIX-26324,26324,Jardin d'Estelle,Jardin d'Estelle,43.529518,5.410374,,,0,,,0,,
AIX-23627,23627,Jardins Saint Donat,Jardin St Donat,43.547707,5.455234,,,0,,,0,,
AIX-24877,24877,Jardins Saint Donat,Jardin St Donat,43.547905,5.455406,,,0,,,0,,
AIX-20479,20479,Jas du Vallon,Jas du Vallon,43.526649,5.410529,,,0,,,0,,
AIX-20761,20761,Jas du Vallon,Jas du Vallon,43.526646,5.410691,,,0,,,0,,
AIX-23183,23183,Jean Monnet,Jean Monnet,43.532368,5.417121,,,0,,,0,,
AIX-24573,24573,Jean Monnet,Jean Monnet,43.532211,5.417537,,,0,,,0,,
AIX-24402,24402,Joliot Curie,Joliot Curie,43.491436,5.379873,,,0,,,0,,
AIX-20480,20480,Jouveau,Jouveau,43.531994,5.43684,,,0,,,0,,
AIX-20762,20762,Jouveau,Jouveau,43.531933,5.436853,,,0,,,0,,
AIX-24574,24574,Jules Verne,Jules Verne,43.520866,5.432236,,,0,,,0,,
AIX-25756,25756,Jules Verne,Jules Verne,43.520943,5.43221,,,0,,,0,,
AIX-24575,24575,Koenig,Koenig,43.542557,5.436376,,,0,,,0,,
AIX-25918,25918,Krypton,Krypton,43.511448,5.448764,,,0,,,0,,
AIX-33969,33969,Krypton,Krypton,43.511471,5.448038,,,0,,,0,,
AIX-23803,23803,L'Armelière,L'Armelière,43.510098,5.436178,,,0,,,0,,
AIX-24991,24991,L'Armelière,L'Armelière,43.509823,5.435396,,,0,,,0,,
AIX-35080,35080,L'Armelière,L'Armelière,43.509949,5.43501,,,0,,,0,,
AIX-20473,20473,La Beauvalle,La Beauvalle,43.514709,5.442599,,,0,,,0,,
AIX-21673,21673,La Beauvalle,La Beauvalle,43.514702,5.442742,,,0,,,0,,
AIX-21670,21670,La Blaque,La Blaque,43.489319,5.425681,,,0,,,0,,
AIX-22130,22130,La Blaque,La Blaque,43.489227,5.425422,,,0,,,0,,
AIX-20678,20678,La Brédasque,La Brédasque,43.536335,5.411713,,,0,,,0,,
AIX-23524,23524,La Brédasque,La Brédasque,43.536362,5.411599,,,0,,,0,,
AIX-23511,23511,La Cause,La Cause,43.510254,5.492282,,,0,,,0,,
AIX-25662,25662,La Cause,La Cause,43.51075,5.492797,,,0,,,0,,
AIX-23949,23949,La Chesneraie,La Chesneraie,43.572529,5.432646,,,0,,,0,,
AIX-26121,26121,La Chesneraie,La Chesneraie,43.572968,5.43271,,,0,,,0,,
AIX-21289,21289,La Chevalière,La Chevalière,43.54525,5.43015,,,0,,,0,,
AIX-22509,22509,La Coquillade,La Coquillade,43.577579,5.431965,,,0,,,0,,
AIX-22979,22979,La Coquillade,La Coquillade,43.577484,5.431778,,,0,,,0,,
AIX-24576,24576,La Figuière,La Figuière,43.516659,5.435024,,,0,,,0,,
AIX-21351,21351,La Fourane,La Fourane,43.513454,5.4447,,,0,,,0,,
AIX-21667,21667,La Fourane,La Fourane,43.513371,5.444921,,,0,,,0,,
AIX-21533,21533,La Ginette,La Ginette,43.539955,5.442566,,,0,,,0,,
AIX-25385,25385,La Ginette,La Ginette,43.539749,5.442524,,,0,,,0,,
AIX-21923,21923,La Mayanelle,La Mayanelle,43.53841,5.411637,,,0,,,0,,
AIX-22335,22335,La Mayanelle D17,Mayanelle D17,43.538616,5.413108,,,0,,,0,,
AIX-26683,26683,La Mayanelle D17,Mayanelle D17,43.538708,5.413254,,,0,,,0,,
AIX-22288,22288,La Molière,La Molière,43.524982,5.393764,,,0,,,0,,
AIX-24301,24301,La Molière,La Molière,43.525066,5.39483,,,0,,,0,,
AIX-20866,20866,La Pioline,La Pioline,43.507397,5.400787,,,0,,,0,,
AIX-24646,24646,La Pioline,La Pioline,43.507294,5.400858,,,0,,,0,,
AIX-35129,35129,La Poste,La Poste,43.481098,5.39125,,,0,,,0,,
AIX-35130,35130,La Poste,La Poste,43.481243,5.391016,,,0,,,0,,
AIX-20867,20867,La Raymonde,La Raymonde,43.534756,5.423467,,,0,,,0,,
AIX-24647,24647,La Raymonde,La Raymonde,43.535,5.423455,,,0,,,0,,
AIX-22448,22448,La Robole,La Robole,43.478168,5.37474,,,0,,,0,,
AIX-23679,23679,La Robole,La Robole,43.478039,5.37467,,,0,,,0,,
AIX-25158,25158,La Seds,La Seds,43.529095,5.436512,,,0,,,0,,
AIX-23184,23184,La Torse,La Torse,43.520878,5.467444,,,0,,,0,,
AIX-24577,24577,La Torse,La Torse,43.521072,5.467722,,,0,,,0,,
AIX-23639,23639,La Touloubre,La Touloubre,43.577309,5.42046,,,0,,,0,,
AIX-25704,25704,La Touloubre,La Touloubre,43.577442,5.420572,,,0,,,0,,
AIX-21877,21877,La Trévaresse,La Trévaresse,43.592571,5.434999,,,0,,,0,,
AIX-26463,26463,La Trévaresse,La Trévaresse,43.592815,5.435349,,,0,,,0,,
AIX-22136,22136,Lagrange,Lagrange,43.542576,5.442113,,,0,,,0,,
AIX-24879,24879,Lagrange,Lagrange,43.542534,5.442127,,,0,,,0,,
AIX-39993,39993,Laurent-Vibert,Laurent-Vibert,43.533089,5.43193,,,0,,,0,,
AIX-39994,39994,Laurent-Vibert,Laurent-Vibert,43.532848,5.43203,,,0,,,0,,
AIX-24578,24578,Lauriers,Lauriers,43.539631,5.438647,,,0,,,0,,
AIX-24880,24880,Lauriers,Lauriers,43.539356,5.438425,,,0,,,0,,
AIX-26089,26089,Lauves,Lauves,43.537846,5.446767,,,0,,,0,,
AIX-39475,39475,Lavandes,Lavandes,43.597389,5.475643,,,0,,,0,,
AIX-25851,25851,Le Frère,Le Frère,43.488869,5.376582,,,0,,,0,,
AIX-26376,26376,Le Frère,Le Frère,43.488705,5.376466,,,0,,,0,,
AIX-21971,21971,Le Garage,Le Garage,43.567612,5.37137,,,0,,,0,,
AIX-23941,23941,Le Garage,Le Garage,43.565762,5.37582,,,0,,,0,,
AIX-22752,22752,Le Grand Logis,grand logis,43.600651,5.48507,,,0,,,0,,
AIX-22753,22753,Le Grand Puits,grand puits,43.601955,5.478838,,,0,,,0,,
AIX-20481,20481,Le Pigonnet,Le Pigonnet,43.517689,5.439083,,,0,,,0,,
AIX-20763,20763,Le Pigonnet,Le Pigonnet,43.517742,5.439007,,,0,,,0,,
AIX-20764,20764,Le Poet,Le Poet,43.542389,5.417425,,,0,,,0,,
AIX-23746,23746,Le Poet,Le Poet,43.542461,5.417428,,,0,,,0,,
AIX-24482,24482,Le Serre 02,Le Serre 02,43.502327,5.39097,,,0,,,0,,
AIX-26329,26329,Le Serre 03,Le Serre 03,43.502377,5.39125,,,0,,,0,,
AIX-22852,22852,Le Tholonet,Le Tholonet,43.519527,5.511689,,,0,,,0,,
AIX-20482,20482,Le Tubet,Le Tubet,43.546268,5.414638,,,0,,,0,,
AIX-23185,23185,Le Tubet,Le Tubet,43.5462,5.414654,,,0,,,0,,
AIX-22832,22832,Les 3 Chemins,Les 3 Chemins,43.535229,5.47945,,,0,,,0,,
AIX-26554,26554,Les 3 Chemins,Les 3 Chemins,43.535442,5.480443,,,0,,,0,,
AIX-22712,22712,Les 3 Sautets,Les 3 Sautets,43.512348,5.472689,,,0,,,0,,
AIX-25669,25669,Les 3 Sautets,Les 3 Sautets,43.51302,5.471667,,,0,,,0,,
AIX-25232,25232,Les Acacias,Les Acacias,43.570976,5.358359,,,0,,,0,,
AIX-28009,28009,Les Acacias,Les Acacias,43.570919,5.358072,,,0,,,0,,
AIX-22395,22395,Les Alpilles,Les Alpilles,43.517159,5.437105,,,0,,,0,,
AIX-23747,23747,Les Alpilles,Les Alpilles,43.51709,5.437229,,,0,,,0,,
AIX-21559,21559,Les Artauds,Les Artauds,43.514557,5.499711,,,0,,,0,,
AIX-23560,23560,Les Artauds,Les Artauds,43.514721,5.49942,,,0,,,0,,
AIX-24337,24337,Les Camus,Les Camus,43.586475,5.42147,,,0,,,0,,
AIX-24724,24724,Les Camus,Les Camus,43.586819,5.421525,,,0,,,0,,
AIX-21352,21352,Les Casams,Les Casams,43.550442,5.444166,,,0,,,0,,
AIX-24146,24146,Les Casams,Les Casams,43.550533,5.444214,,,0,,,0,,
AIX-21122,21122,Les Chênes,Les Chênes,43.535595,5.471227,,,0,,,0,,
AIX-24580,24580,Les Cigales,Les Cigales,43.518093,5.459122,,,0,,,0,,
AIX-26580,26580,Les Cigales,Les Cigales,43.517982,5.459007,,,0,,,0,,
AIX-22754,22754,Les Faurys,Les Faurys,43.594635,5.471426,,,0,,,0,,
AIX-23256,23256,Les Feuillants,Les Feuillants,43.598576,5.449732,,,0,,,0,,
AIX-20242,20242,Les Figons,Les Figons,43.559895,5.381521,,,0,,,0,,
AIX-24786,24786,Les Figons,Les Figons,43.559517,5.381506,,,0,,,0,,
AIX-21077,21077,Les Floralies,Les Floralies,43.576004,5.469185,,,0,,,0,,
AIX-24779,24779,Les Floralies,Les Floralies,43.576054,5.46906,,,0,,,0,,
AIX-21331,21331,Les Fourques,Les Fourques,43.569019,5.36825,,,0,,,0,,
AIX-25053,25053,Les Fourques,Les Fourques,43.570351,5.36528,,,0,,,0,,
AIX-24635,24635,Les Grottes,Les Grottes,43.47876,5.37183,,,0,,,0,,
AIX-25865,25865,Les Grottes,Les Grottes,43.479019,5.37073,,,0,,,0,,
AIX-20016,20016,Les Lauves Nord,Les Lauves Nord,43.557343,5.443168,,,0,,,0,,
AIX-23806,23806,Les Lauves Nord,Les Lauves Nord,43.557384,5.443246,,,0,,,0,,
AIX-20011,20011,Les Lauves Sud,Les Lauves Sud,43.55534,5.443778,,,0,,,0,,
AIX-22187,22187,Les Lauves Sud,Les Lauves Sud,43.555325,5.443821,,,0,,,0,,
AIX-22550,22550,Les Logissons,Les Logissons,43.571232,5.36261,,,0,,,0,,
AIX-23787,23787,Les Logissons,Les Logissons,43.571651,5.361,,,0,,,0,,
AIX-24494,24494,Les Logissons,Les Logissons,43.580112,5.47083,,,0,,,0,,
AIX-24841,24841,Les Logissons,Les Logissons,43.580502,5.471217,,,0,,,0,,
AIX-23257,23257,Les Palombes,Les Palombes,43.579556,5.409355,,,0,,,0,,
AIX-23802,23802,Les Palombes,Les Palombes,43.579971,5.409385,,,0,,,0,,
AIX-23299,23299,Les Peintres,Les Peintres,43.544823,5.445282,,,0,,,0,,
AIX-25531,25531,Les Peintres,Les Peintres,43.544983,5.445319,,,0,,,0,,
AIX-22755,22755,Les Résidences,Les Résidences,43.596741,5.47591,,,0,,,0,,
AIX-20053,20053,Les Trois Moulins,Trois Moulins,43.537109,5.452813,,,0,,,0,,
AIX-26387,26387,Les Trois Moulins,Trois Moulins,43.536896,5.452843,,,0,,,0,,
AIX-26244,26244,Levesque,Levesque,43.597511,5.454838,,,0,,,0,,
AIX-24403,24403,Libérateurs,Libérateurs,43.481792,5.423065,,,0,,,0,,
AIX-26496,26496,Libérateurs,Libérateurs,43.481327,5.423268,,,0,,,0,,
AIX-22052,22052,Loubassane,Loubassane,43.542431,5.448825,,,0,,,0,,
AIX-26552,26552,Loubassane,Loubassane,43.542305,5.448965,,,0,,,0,,
AIX-25468,25468,Louis Amouriq,Louis Amouriq,43.502293,5.390607,,,0,,,0,,
AIX-37656,37656,Luynes Centre,Luynes Centre,43.484867,5.419401,,,0,,,0,,
AIX-37657,37657,Luynes Centre,Luynes Centre,43.484806,5.419195,,,0,,,0,,
AIX-21285,21285,Luynes Mail,Luynes Mail,43.485424,5.4179,,,0,,,0,,
AIX-24649,24649,Luynes Sud,Luynes Sud,43.483662,5.417751,,,0,,,0,,
AIX-25914,25914,Luynes Sud,Luynes Sud,43.483959,5.418056,,,0,,,0,,
AIX-25028,25028,Lycée Cézanne,Lycée Cézanne,43.53302,5.458918,,,0,,,0,,
AIX-25532,25532,Lycée Cézanne,Lycée Cézanne,43.533901,5.459284,,,0,,,0,,
AIX-22132,22132,Lycée Luynes,Lycée Luynes,43.480457,5.414668,,,0,,,0,,
AIX-22514,22514,Lycée Luynes,Lycée Luynes,43.480404,5.415156,,,0,,,0,,
AIX-22079,22079,Léon Blum,Léon Blum,43.524078,5.431244,,,0,,,0,,
AIX-26630,26630,Léon Blum,Léon Blum,43.52404,5.431312,,,0,,,0,,
AIX-22053,22053,Madeleine,Madeleine,43.575493,5.432187,,,0,,,0,,
AIX-23147,23147,Madeleine,Madeleine,43.575424,5.432024,,,0,,,0,,
AIX-22980,22980,Magellan,Magellan,43.494385,5.355877,,,0,,,0,,
AIX-25915,25915,Magellan,Magellan,43.494625,5.35569,,,0,,,0,,
AIX-21290,21290,Magnan,Magnan,43.514984,5.470619,,,0,,,0,,
AIX-26581,26581,Magnan,Magnan,43.514626,5.470116,,,0,,,0,,
AIX-20540,20540,Mairie Puyricard,Mairie Puyricard,43.582455,5.422055,,,0,,,0,,
AIX-22533,22533,Mairie Puyricard,Mairie Puyricard,43.582111,5.422033,,,0,,,0,,
AIX-21611,21611,Maison d'Arret D59,M.d'Arrêt D59,43.479012,5.394469,,,0,,,0,,
