shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
100043,43.541386,5.441837,27,
100043,43.542534,5.442127,28,
100043,43.542542,5.446159,29,
100043,43.542305,5.448965,30,
100043,43.541397,5.451935,31,
100043,43.540401,5.452317,32,
100043,43.541462,5.454301,33,
100046,43.509544,5.438199,1,
100046,43.509483,5.440955,2,
100046,43.513317,5.441579,3,
100046,43.513817,5.439789,4,
100046,43.514732,5.438272,5,
100046,43.515491,5.436843,6,
100046,43.516659,5.435024,7,
100046,43.517075,5.435406,8,
100046,43.517086,5.437229,9,
100046,43.517689,5.439083,10,
100046,43.518921,5.441692,11,
100046,43.519749,5.442779,12,
100046,43.5238,5.44287,13,
100046,43.525642,5.444788,14,
100046,43.527554,5.442679,15,
100046,43.528969,5.439557,16,
100046,43.530128,5.438575,17,
100046,43.532795,5.439538,18,
100046,43.534031,5.443477,19,
100046,43.533733,5.445476,20,
100046,43.534386,5.44647,21,
100046,43.534981,5.445416,22,
100046,43.537418,5.44478,23,
100046,43.539955,5.442566,24,
100046,43.541386,5.441837,25,
100046,43.542534,5.442127,26,
100046,43.542542,5.446159,27,
100046,43.542305,5.448965,28,
100046,43.541397,5.451935,29,
100046,43.540401,5.452317,30,
100046,43.541462,5.454301,31,
100048,43.541462,5.454301,1,
100048,43.542938,5.454589,2,
100048,43.543446,5.452607,3,
100048,43.541496,5.452159,4,
100048,43.542431,5.448825,5,
100048,43.542671,5.445756,6,
100048,43.542576,5.442113,7,
100048,43.540882,5.4419,8,
100048,43.539749,5.4425230000000004,9,
100048,43.536469,5.444756,10,
100048,43.534245,5.44563,11,
100048,43.534119,5.445191,12,
100048,43.533997,5.442999,13,
100048,43.533115,5.440185,14,
100048,43.53067,5.438123,15,
100048,43.528625,5.440062,16,
100048,43.527966,5.44154,17,
100048,43.52663,5.444524,18,
100048,43.52367,5.44266,19,
100048,43.522507,5.442368,20,
100048,43.51976,5.442678,21,
100048,43.518902,5.441479,22,
100048,43.517742,5.439007,23,
100048,43.517159,5.437105,24,
100048,43.515656,5.436278,25,
100048,43.514503,5.438498,26,
100048,43.51384,5.439627,27,
100048,43.513218,5.44167,28,
100048,43.509434,5.440727,29,
100048,43.510098,5.436178,30,
100048,43.509544,5.438199,31,
100050,43.509544,5.438199,1,
100050,43.509483,5.440955,2,
100050,43.513317,5.441579,3,
100050,43.513817,5.439789,4,
100050,43.514732,5.438272,5,
100050,43.515491,5.436843,6,
100050,43.516659,5.435024,7,
100050,43.517075,5.435406,8,
100050,43.517086,5.437229,9,
100050,43.517689,5.439083,10,
100050,43.518921,5.441692,11,
100050,43.519749,5.442779,12,
100050,43.5238,5.44287,13,
100050,43.525642,5.444788,14,
100050,43.527554,5.442679,15,
100050,43.528969,5.439557,16,
100050,43.530128,5.438575,17,
100050,43.532795,5.439538,18,
100050,43.534031,5.443477,19,
100050,43.533733,5.445476,20,
100050,43.534386,5.44647,21,
100050,43.534981,5.445416,22,
100050,43.537418,5.44478,23,
100050,43.539955,5.442566,24,
100050,43.541386,5.441837,25,
100050,43.542534,5.442127,26,
100050,43.542542,5.446159,27,
100050,43.542305,5.448965,28,
100050,43.541397,5.451935,29,
100050,43.540401,5.452317,30,
100050,43.541462,5.454301,31,
10SP0014,43.509544,5.438199,1,
10SP0014,43.509483,5.440955,2,
10SP0014,43.513317,5.441579,3,
10SP0014,43.513817,5.439789,4,
10SP0014,43.514732,5.438272,5,
10SP0014,43.515491,5.436843,6,
10SP0014,43.516659,5.435024,7,
10SP0014,43.517075,5.435406,8,
10SP0014,43.517086,5.437229,9,
10SP0014,43.517689,5.439083,10,
10SP0014,43.518921,5.441692,11,
10SP0014,43.519749,5.442779,12,
10SP0014,43.5238,5.44287,13,
10SP0014,43.525681,5.44492,14,
10SP0014,43.523891,5.447196,15,
10SP0014,43.523949,5.449867,16,
10SP0014,43.525112,5.454585,17,
10SP0014,43.528027,5.45519,18,
10SP0014,43.529354,5.453794,19,
10SP0014,43.531696,5.451636,20,
10SP0014,43.53265,5.448878,21,
10SP0014,43.532204,5.445223,22,
10SP0014,43.531307,5.441679,23,
10SP0014,43.530766,5.439666,24,
10SP0014,43.528625,5.440062,25,
10SP0014,43.527966,5.44154,26,
10SP0014,43.52663,5.444524,27,
10SP0018,43.523891,5.447196,1,
10SP0018,43.523949,5.449867,2,
10SP0018,43.525112,5.454585,3,
10SP0018,43.528027,5.45519,4,
10SP0018,43.529354,5.453794,5,
10SP0018,43.531696,5.451636,6,
10SP0018,43.53265,5.448878,7,
10SP0018,43.532204,5.445223,8,
10SP0018,43.531307,5.441679,9,
10SP0018,43.530766,5.439666,10,
10SP0018,43.528625,5.440062,11,
10SP0018,43.527966,5.44154,12,
10SP0018,43.52663,5.444524,13,
10SP0018,43.52367,5.44266,14,
10SP0018,43.522507,5.442368,15,
10SP0018,43.51976,5.442678,16,
10SP0018,43.518902,5.441479,17,
10SP0018,43.517742,5.439007,18,
10SP0018,43.517159,5.437105,19,
10SP0018,43.515656,5.436278,20,
10SP0018,43.514503,5.438498,21,
10SP0018,43.51384,5.439627,22,
10SP0018,43.513218,5.44167,23,
10SP0018,43.509434,5.440727,24,
10SP0018,43.510098,5.436178,25,
10SP0018,43.509544,5.438199,26,
110014,43.485424,5.4179,1,
110014,43.486202,5.415406,2,
110014,43.486565,5.413158,3,
110014,43.487732,5.412483,4,
110014,43.489384,5.416124,5,
110014,43.488224,5.418386,6,
110014,43.487907,5.420877,7,
110014,43.487129,5.422419,8,
110014,43.484806,5.419195,9,
110014,43.483959,5.418056,10,
110014,43.480457,5.414669,11,
110014,43.520073,5.435095,12,
110014,43.522705,5.437045,13,
110014,43.52346,5.43849,14,
110014,43.5238,5.44287,15,
110014,43.525642,5.444788,16,
110014,43.527554,5.442679,17,
110014,43.528969,5.439557,18,
110014,43.530128,5.438575,19,
110014,43.532795,5.439538,20,
110014,43.534031,5.443477,21,
110014,43.533733,5.445476,22,
110014,43.534386,5.44647,23,
110014,43.534981,5.445416,24,
110014,43.537418,5.44478,25,
110014,43.539955,5.442566,26,
110014,43.541386,5.441837,27,
110014,43.542641,5.441084,28,
110014,43.545673,5.440852,29,
110014,43.547249,5.440038,30,
110014,43.550549,5.438544,31,
110014,43.551762,5.436939,32,
110014,43.555309,5.434034,33,
110014,43.557537,5.434307,34,
110014,43.563686,5.429643,35,
110014,43.568226,5.425995,36,
110014,43.573318,5.423227,37,
110014,43.575119,5.418089,38,
110014,43.577324,5.410332,39,
110014,43.579971,5.409385,40,
110014,43.581627,5.41009,41,
110014,43.581619,5.411285,42,
110014,43.58078,5.411469,43,
110014,43.58012,5.41379,44,
110014,43.580101,5.417273,45,
110014,43.582058,5.416339,46,
110014,43.584118,5.415205,47,
110014,43.580574,5.421288,48,
110014,43.582455,5.422055,49,
110014,43.583511,5.422097,50,
110014,43.586819,5.421525,51,
110014,43.586956,5.423523,52,
110014,43.58741,5.431611,53,
110014,43.590202,5.432076,54,
110014,43.592815,5.435349,55,
110014,43.596069,5.44241,56,
110014,43.598576,5.449732,57,
110014,43.599609,5.447011,58,
110014,43.599209,5.444508,59,
110024,43.590042,5.431799,1,
110024,43.587513,5.431141,2,
110024,43.587032,5.423589,3,
110024,43.586479,5.421471,4,
110024,43.583473,5.422016,5,
110024,43.582111,5.422033,6,
110024,43.580734,5.421522,7,
110024,43.58176,5.416483,8,
110024,43.583385,5.415292,9,
110024,43.580147,5.416748,10,
110024,43.580204,5.413547,11,
110024,43.581135,5.411481,12,
110024,43.582279,5.411272,13,
110024,43.581367,5.409702,14,
110024,43.579556,5.409355,15,
110024,43.57819,5.409788,16,
110024,43.575058,5.418036,17,
110024,43.57407,5.422571,18,
110024,43.568779,5.425403,19,
110024,43.56274,5.430164,20,
110024,43.557217,5.43363,21,
110024,43.554649,5.43395,22,
110024,43.551861,5.436606,23,
110024,43.550259,5.438749,24,
110024,43.547302,5.43975,25,
110024,43.545349,5.440753,26,
110024,43.542686,5.440988,27,
110024,43.540882,5.4419,28,
110024,43.539749,5.4425230000000004,29,
110024,43.536469,5.444756,30,
110024,43.534245,5.44563,31,
110024,43.534119,5.445191,32,
110024,43.533997,5.442999,33,
110024,43.533115,5.440185,34,
110024,43.53067,5.438123,35,
110024,43.528625,5.440062,36,
110024,43.527966,5.44154,37,
110024,43.52663,5.444524,38,
110024,43.52367,5.44266,39,
110024,43.522015,5.436392,40,
110024,43.520031,5.4347,41,
110024,43.480404,5.415156,42,
110024,43.483662,5.41775,43,
110024,43.484867,5.419401,44,
110024,43.486824,5.422256,45,
110024,43.487942,5.42096,46,
110024,43.488289,5.41838,47,
110024,43.489422,5.416096,48,
110024,43.487915,5.412443,49,
110024,43.486446,5.413219,50,
110024,43.486275,5.415551,51,
110024,43.485424,5.4179,52,
110031,43.485424,5.4179,1,
110031,43.486202,5.415406,2,
110031,43.486565,5.413158,3,
110031,43.487732,5.412483,4,
110031,43.489384,5.416124,5,
110031,43.488224,5.418386,6,
110031,43.487907,5.420877,7,
110031,43.487129,5.422419,8,
110031,43.484806,5.419195,9,
110031,43.483959,5.418056,10,
110031,43.480457,5.414669,11,
110031,43.520073,5.435095,12,
110031,43.522705,5.437045,13,
110031,43.52346,5.43849,14,
110031,43.5238,5.44287,15,
110031,43.525642,5.444788,16,
110031,43.527554,5.442679,17,
110031,43.528969,5.439557,18,
110031,43.530128,5.438575,19,
110031,43.532795,5.439538,20,
110031,43.534031,5.443477,21,
110031,43.533733,5.445476,22,
110031,43.534386,5.44647,23,
110031,43.534981,5.445416,24,
110031,43.537418,5.44478,25,
110031,43.539955,5.442566,26,
110031,43.541386,5.441837,27,
110031,43.542641,5.441084,28,
110031,43.545673,5.440852,29,
110031,43.547249,5.440038,30,
110031,43.550549,5.438544,31,
110031,43.551762,5.436939,32,
110031,43.555309,5.434034,33,
110031,43.557537,5.434307,34,
110031,43.563686,5.429643,35,
110031,43.568226,5.425995,36,
110031,43.573318,5.423227,37,
110031,43.575119,5.418089,38,
110031,43.577324,5.410332,39,
110031,43.579971,5.409385,40,
110031,43.581627,5.41009,41,
110031,43.581619,5.411285,42,
110031,43.58078,5.411469,43,
110031,43.58012,5.41379,44,
110031,43.580101,5.417273,45,
110031,43.582058,5.416339,46,
110031,43.584118,5.415205,47,
110031,43.580574,5.421288,48,
110031,43.582455,5.422055,49,
110031,43.583511,5.422097,50,
110031,43.586819,5.421525,51,
110031,43.586956,5.423523,52,
110031,43.58741,5.431611,53,
110031,43.590202,5.432076,54,
110031,43.590042,5.431799,55,
110034,43.599209,5.444508,1,
110034,43.597443,5.443172,2,
110034,43.596405,5.442613,3,
110034,43.592571,5.434999,4,
110034,43.590042,5.431799,5,
110034,43.587513,5.431141,6,
110034,43.587032,5.423589,7,
110034,43.586479,5.421471,8,
110034,43.583473,5.422016,9,
110034,43.582111,5.422033,10,
110034,43.580734,5.421522,11,
110034,43.58176,5.416483,12,
110034,43.583385,5.415292,13,
110034,43.580147,5.416748,14,
110034,43.580204,5.413547,15,
110034,43.581135,5.411481,16,
110034,43.582279,5.411272,17,
110034,43.581367,5.409702,18,
110034,43.579556,5.409355,19,
110034,43.57819,5.409788,20,
110034,43.575058,5.418036,21,
110034,43.57407,5.422571,22,
110034,43.568779,5.425403,23,
110034,43.56274,5.430164,24,
110034,43.557217,5.43363,25,
110034,43.554649,5.43395,26,
110034,43.551861,5.436606,27,
110034,43.550259,5.438749,28,
110034,43.547302,5.43975,29,
110034,43.545349,5.440753,30,
110034,43.542686,5.440988,31,
110034,43.540882,5.4419,32,
110034,43.539749,5.4425230000000004,33,
110034,43.536469,5.444756,34,
110034,43.534245,5.44563,35,
110034,43.534119,5.445191,36,
110034,43.533997,5.442999,37,
110034,43.533115,5.440185,38,
110034,43.53067,5.438123,39,
110034,43.528625,5.440062,40,
110034,43.527966,5.44154,41,
110034,43.52663,5.444524,42,
110034,43.52367,5.44266,43,
110034,43.522015,5.436392,44,
110034,43.520031,5.4347,45,
110034,43.480404,5.415156,46,
110034,43.483662,5.41775,47,
110034,43.484867,5.419401,48,
110034,43.486824,5.422256,49,
110034,43.487942,5.42096,50,
110034,43.488289,5.41838,51,
110034,43.489422,5.416096,52,
110034,43.487915,5.412443,53,
110034,43.486446,5.413219,54,
110034,43.486275,5.415551,55,
110034,43.485424,5.4179,56,
110044,43.590042,5.431799,1,
110044,43.587513,5.431141,2,
110044,43.587032,5.423589,3,
110044,43.586479,5.421471,4,
110044,43.583473,5.422016,5,
110044,43.582111,5.422033,6,
110044,43.580734,5.421522,7,
110044,43.58176,5.416483,8,
110044,43.583385,5.415292,9,
110044,43.580147,5.416748,10,
110044,43.580204,5.413547,11,
110044,43.581135,5.411481,12,
110044,43.582279,5.411272,13,
110044,43.581367,5.409702,14,
110044,43.579556,5.409355,15,
110044,43.57819,5.409788,16,
110044,43.575058,5.418036,17,
110044,43.57407,5.422571,18,
110044,43.568779,5.425403,19,
110044,43.56274,5.430164,20,
110044,43.557217,5.43363,21,
110044,43.554649,5.43395,22,
110044,43.551861,5.436606,23,
110044,43.550259,5.438749,24,
110044,43.547302,5.43975,25,
110044,43.545349,5.440753,26,
110044,43.542686,5.440988,27,
110044,43.540882,5.4419,28,
110044,43.539749,5.4425230000000004,29,
110044,43.536469,5.444756,30,
110044,43.534245,5.44563,31,
110044,43.534119,5.445191,32,
110044,43.533997,5.442999,33,
110044,43.533115,5.440185,34,
110044,43.53067,5.438123,35,
110044,43.528625,5.440062,36,
110044,43.527966,5.44154,37,
110044,43.52663,5.444524,38,
110044,43.52367,5.44266,39,
110044,43.522015,5.436392,40,
110044,43.520031,5.4347,41,
110044,43.480404,5.415156,42,
110044,43.483662,5.41775,43,
110044,43.484867,5.419401,44,
110044,43.486824,5.422256,45,
110044,43.487942,5.42096,46,
110044,43.488289,5.41838,47,
110044,43.489422,5.416096,48,
110044,43.487915,5.412443,49,
110044,43.486446,5.413219,50,
110044,43.486275,5.415551,51,
110044,43.485424,5.4179,52,
120086,43.599209,5.444508,1,
120086,43.597443,5.443172,2,
120086,43.596405,5.442613,3,
120086,43.592571,5.434999,4,
120086,43.590042,5.431799,5,
120086,43.587231,5.432637,6,
120086,43.581493,5.430113,7,
120086,43.582115,5.425546,8,
120086,43.581532,5.424493,9,
120086,43.580734,5.421522,10,
120086,43.57946,5.418348,11,
120086,43.577412,5.422009,12,
120086,43.575901,5.424713,13,
120086,43.577484,5.431777,14,
120086,43.575424,5.432024,15,
120086,43.572529,5.432646,16,
120086,43.569546,5.433105,17,
120086,43.565872,5.434025,18,
120086,43.563236,5.434007,19,
120086,43.560558,5.434782,20,
120086,43.558907,5.441941,21,
120086,43.557343,5.443169,22,
120086,43.55534,5.443778,23,
120086,43.553703,5.443635,24,
120086,43.550442,5.444166,25,
120086,43.547279,5.445415,26,
120086,43.544823,5.445282,27,
120086,43.542141,5.445532,28,
120086,43.539856,5.445938,29,
120086,43.535843,5.445974,30,
120086,43.534245,5.44563,31,
120086,43.533306,5.445871,32,
120086,43.532204,5.445223,33,
120086,43.531307,5.441679,34,
120086,43.530766,5.439666,35,
120086,43.528477,5.438953,36,
120086,43.527023,5.438964,37,
120086,43.523212,5.437296,38,
120087,43.523212,5.437296,1,
120087,43.523212,5.437296,1,
120087,43.524109,5.435452,2,
120087,43.524109,5.435452,2,
120087,43.529026,5.438655,3,
120087,43.529026,5.438655,3,
120087,43.530128,5.438575,4,
120087,43.530128,5.438575,4,
120087,43.532795,5.439538,5,
120087,43.532795,5.439538,5,
120087,43.534031,5.443477,6,
120087,43.534031,5.443477,6,
120087,43.533733,5.445476,7,
120087,43.533733,5.445476,7,
120087,43.534386,5.44647,8,
120087,43.534386,5.44647,8,
120087,43.535946,5.446146,9,
120087,43.535946,5.446146,9,
120087,43.53698,5.446766,10,
120087,43.53698,5.446766,10,
120087,43.537846,5.446766,11,
120087,43.537846,5.446766,11,
120087,43.539909,5.446025,12,
120087,43.539909,5.446025,12,
120087,43.542149,5.445643,13,
120087,43.542149,5.445643,13,
120087,43.544983,5.445319,14,
120087,43.544983,5.445319,14,
120087,43.547127,5.445478,15,
120087,43.547127,5.445478,15,
120087,43.550533,5.444214,16,
120087,43.550533,5.444214,16,
120087,43.553818,5.443665,17,
120087,43.553818,5.443665,17,
120087,43.555325,5.44382,18,
120087,43.555325,5.44382,18,
120087,43.557384,5.443246,19,
120087,43.557384,5.443246,19,
120087,43.55896,5.442031,20,
120087,43.55896,5.442031,20,
120087,43.560619,5.434661,21,
120087,43.560619,5.434661,21,
120087,43.561115,5.433785,22,
120087,43.561115,5.433785,22,
120087,43.563358,5.434126,23,
120087,43.563358,5.434126,23,
120087,43.566196,5.434091,24,
120087,43.566196,5.434091,24,
120087,43.569786,5.433177,25,
120087,43.569786,5.433177,25,
120087,43.572968,5.43271,26,
120087,43.572968,5.43271,26,
120087,43.575493,5.432187,27,
120087,43.575493,5.432187,27,
120087,43.577579,5.431965,28,
120087,43.577579,5.431965,28,
120087,43.575939,5.424776,29,
120087,43.575939,5.424776,29,
120087,43.577389,5.42229,30,
120087,43.577389,5.42229,30,
120087,43.579662,5.41833,31,
120087,43.579662,5.41833,31,
120087,43.580574,5.421288,32,
120087,43.580574,5.421288,32,
120087,43.581642,5.424637,33,
120087,43.581642,5.424637,33,
120087,43.581619,5.426795,34,
120087,43.581619,5.426795,34,
120087,43.581493,5.430113,35,
120087,43.581493,5.430113,35,
120087,43.587296,5.43275,36,
120087,43.587296,5.43275,36,
120087,43.590202,5.432076,37,
120087,43.590202,5.432076,37,
120087,43.592815,5.435349,38,
120087,43.592815,5.435349,38,
120087,43.596069,5.44241,39,
120087,43.596069,5.44241,39,
120087,43.598576,5.449732,40,
120087,43.598576,5.449732,40,
120087,43.599609,5.447011,41,
120087,43.599609,5.447011,41,
120087,43.599209,5.444508,42,
120087,43.599209,5.444508,42,
120088,43.580734,5.421522,1,
120088,43.57946,5.418348,2,
120088,43.577412,5.422009,3,
120088,43.575901,5.424713,4,
120088,43.577484,5.431777,5,
120088,43.575424,5.432024,6,
120088,43.572529,5.432646,7,
120088,43.569546,5.433105,8,
120088,43.565872,5.434025,9,
120088,43.563236,5.434007,10,
120088,43.560558,5.434782,11,
120088,43.558907,5.441941,12,
120088,43.557343,5.443169,13,
120088,43.55534,5.443778,14,
120088,43.553703,5.443635,15,
120088,43.550442,5.444166,16,
120088,43.547279,5.445415,17,
120088,43.544823,5.445282,18,
120088,43.542141,5.445532,19,
120088,43.539856,5.445938,20,
120088,43.535843,5.445974,21,
120088,43.534245,5.44563,22,
120088,43.533306,5.445871,23,
120088,43.532204,5.445223,24,
120088,43.531307,5.441679,25,
120088,43.530766,5.439666,26,
120088,43.528477,5.438953,27,
120088,43.527023,5.438964,28,
120088,43.523212,5.437296,29,
120089,43.523212,5.437296,1,
120089,43.523212,5.437296,1,
120089,43.524109,5.435452,2,
120089,43.524109,5.435452,2,
120089,43.529026,5.438655,3,
120089,43.529026,5.438655,3,
120089,43.530128,5.438575,4,
120089,43.530128,5.438575,4,
120089,43.532795,5.439538,5,
120089,43.532795,5.439538,5,
120089,43.534031,5.443477,6,
120089,43.534031,5.443477,6,
120089,43.533733,5.445476,7,
120089,43.533733,5.445476,7,
120089,43.534386,5.44647,8,
120089,43.534386,5.44647,8,
120089,43.535946,5.446146,9,
120089,43.535946,5.446146,9,
120089,43.53698,5.446766,10,
120089,43.53698,5.446766,10,
120089,43.537846,5.446766,11,
120089,43.537846,5.446766,11,
120089,43.539909,5.446025,12,
120089,43.539909,5.446025,12,
120089,43.542149,5.445643,13,
120089,43.542149,5.445643,13,
120089,43.544983,5.445319,14,
120089,43.544983,5.445319,14,
120089,43.547127,5.445478,15,
120089,43.547127,5.445478,15,
120089,43.550533,5.444214,16,
120089,43.550533,5.444214,16,
120089,43.553818,5.443665,17,
120089,43.553818,5.443665,17,
120089,43.555325,5.44382,18,
120089,43.555325,5.44382,18,
120089,43.557384,5.443246,19,
120089,43.557384,5.443246,19,
120089,43.55896,5.442031,20,
120089,43.55896,5.442031,20,
120089,43.560619,5.434661,21,
120089,43.560619,5.434661,21,
120089,43.561115,5.433785,22,
120089,43.561115,5.433785,22,
120089,43.563358,5.434126,23,
120089,43.563358,5.434126,23,
120089,43.566196,5.434091,24,
120089,43.566196,5.434091,24,
120089,43.569786,5.433177,25,
120089,43.569786,5.433177,25,
120089,43.572968,5.43271,26,
120089,43.572968,5.43271,26,
120089,43.575493,5.432187,27,
120089,43.575493,5.432187,27,
120089,43.577579,5.431965,28,
120089,43.577579,5.431965,28,
120089,43.575939,5.424776,29,
120089,43.575939,5.424776,29,
120089,43.577389,5.42229,30,
120089,43.577389,5.42229,30,
120089,43.579662,5.41833,31,
120089,43.579662,5.41833,31,
120089,43.580574,5.421288,32,
120089,43.580574,5.421288,32,
12SP0019,43.52663,5.444524,1,
12SP0019,43.523891,5.447196,2,
12SP0019,43.523949,5.449867,3,
12SP0019,43.525112,5.454585,4,
12SP0019,43.528027,5.45519,5,
12SP0019,43.529354,5.453794,6,
12SP0019,43.531696,5.451636,7,
12SP0019,43.53265,5.448878,8,
12SP0019,43.533237,5.446032,9,
12SP0019,43.534386,5.44647,10,
12SP0019,43.535946,5.446146,11,
12SP0019,43.53698,5.446766,12,
12SP0019,43.537846,5.446766,13,
12SP0019,43.539909,5.446025,14,
12SP0019,43.542149,5.445643,15,
12SP0019,43.544983,5.445319,16,
12SP0019,43.547127,5.445478,17,
12SP0019,43.550533,5.444214,18,
12SP0019,43.553818,5.443665,19,
12SP0019,43.555325,5.44382,20,
12SP0019,43.557384,5.443246,21,
12SP0019,43.55896,5.442031,22,
12SP0019,43.560619,5.434661,23,
12SP0019,43.561115,5.433785,24,
12SP0019,43.563358,5.434126,25,
12SP0019,43.566196,5.434091,26,
12SP0019,43.569786,5.433177,27,
12SP0019,43.572968,5.43271,28,
12SP0019,43.575493,5.432187,29,
12SP0019,43.577579,5.431965,30,
12SP0019,43.575939,5.424776,31,
12SP0019,43.577389,5.42229,32,
12SP0019,43.579662,5.41833,33,
12SP0019,43.580574,5.421288,34,
12SP0019,43.581642,5.424637,35,
12SP0019,43.581619,5.426795,36,
12SP0019,43.581493,5.430113,37,
12SP0019,43.587296,5.43275,38,
12SP0019,43.590202,5.432076,39,
12SP0019,43.592815,5.435349,40,
12SP0019,43.596069,5.44241,41,
12SP0019,43.598576,5.449732,42,
12SP0019,43.599609,5.447011,43,
12SP0019,43.599209,5.444508,44,
12SP0019,43.597443,5.443172,45,
12SP0020,43.598576,5.449732,1,
12SP0020,43.599609,5.447011,2,
12SP0020,43.599209,5.444508,3,
12SP0020,43.597443,5.443172,4,
12SP0020,43.596405,5.442613,5,
12SP0020,43.592571,5.434999,6,
12SP0020,43.590042,5.431799,7,
12SP0020,43.587231,5.432637,8,
12SP0020,43.581493,5.430113,9,
12SP0020,43.582115,5.425546,10,
12SP0020,43.581532,5.424493,11,
12SP0020,43.580734,5.421522,12,
12SP0020,43.57946,5.418348,13,
12SP0020,43.577412,5.422009,14,
12SP0020,43.575901,5.424713,15,
12SP0020,43.577484,5.431777,16,
12SP0020,43.575424,5.432024,17,
12SP0020,43.572529,5.432646,18,
12SP0020,43.569546,5.433105,19,
12SP0020,43.565872,5.434025,20,
12SP0020,43.563236,5.434007,21,
12SP0020,43.560558,5.434782,22,
12SP0020,43.558907,5.441941,23,
12SP0020,43.557343,5.443169,24,
12SP0020,43.55534,5.443778,25,
12SP0020,43.553703,5.443635,26,
12SP0020,43.550442,5.444166,27,
12SP0020,43.547279,5.445415,28,
12SP0020,43.544823,5.445282,29,
12SP0020,43.542141,5.445532,30,
12SP0020,43.539856,5.445938,31,
12SP0020,43.535843,5.445974,32,
12SP0020,43.534245,5.44563,33,
12SP0020,43.533306,5.445871,34,
12SP0020,43.532204,5.445223,35,
12SP0020,43.531307,5.441679,36,
12SP0020,43.530766,5.439666,37,
12SP0020,43.528625,5.440062,38,
12SP0020,43.527966,5.44154,39,
12SP0020,43.52663,5.444524,40,
12SP0020,43.523891,5.447196,41,
12SP0020,43.523949,5.449867,42,
12SP0020,43.525112,5.454585,43,
12SP0020,43.528027,5.45519,44,
12SP0020,43.529354,5.453794,45,
12SP0020,43.531696,5.451636,46,
130040,43.519524,5.511689,1,
130040,43.519524,5.511689,1,
130040,43.522232,5.510793,2,
130040,43.522232,5.510793,2,
130040,43.517517,5.502982,3,
130040,43.517517,5.502982,3,
130040,43.514721,5.49942,4,
130040,43.514721,5.49942,4,
130040,43.512798,5.494956,5,
130040,43.512798,5.494956,5,
130040,43.510254,5.492282,6,
130040,43.510254,5.492282,6,
130040,43.509785,5.489786,7,
130040,43.509785,5.489786,7,
130040,43.510956,5.487617,8,
130040,43.510956,5.487617,8,
130040,43.512661,5.481788,9,
130040,43.512661,5.481788,9,
130040,43.51302,5.471666,10,
130040,43.51302,5.471666,10,
130040,43.514145,5.470213,11,
130040,43.514145,5.470213,11,
130040,43.515491,5.468707,12,
130040,43.515491,5.468707,12,
130040,43.518764,5.467216,13,
130040,43.518764,5.467216,13,
130040,43.521072,5.467722,14,
130040,43.521072,5.467722,14,
130040,43.523647,5.468222,15,
130040,43.523647,5.468222,15,
130040,43.525116,5.466639,16,
130040,43.525116,5.466639,16,
130040,43.526283,5.464852,17,
130040,43.526283,5.464852,17,
130040,43.527012,5.463321,18,
130040,43.527012,5.463321,18,
130040,43.526901,5.4603,19,
130040,43.526901,5.4603,19,
130040,43.526482,5.45769,20,
130040,43.526482,5.45769,20,
130040,43.528027,5.45519,21,
130040,43.528027,5.45519,21,
130040,43.529354,5.453794,22,
130040,43.529354,5.453794,22,
130040,43.531696,5.451636,23,
130040,43.531696,5.451636,23,
130040,43.53265,5.448878,24,
130040,43.53265,5.448878,24,
130040,43.532204,5.445223,25,
130040,43.532204,5.445223,25,
130040,43.531307,5.441679,26,
130040,43.531307,5.441679,26,
130040,43.530766,5.439666,27,
130040,43.530766,5.439666,27,
130040,43.532791,5.43716,28,
130040,43.532791,5.43716,28,
130040,43.534748,5.436094,29,
130040,43.534748,5.436094,29,
130040,43.537018,5.434792,30,
130040,43.537018,5.434792,30,
130040,43.549286,5.427337,31,
130040,43.549286,5.427337,31,
130040,43.552757,5.423696,32,
130040,43.552757,5.423696,32,
130040,43.556316,5.419759,33,
130040,43.556316,5.419759,33,
130040,43.56036,5.420691,34,
130040,43.56036,5.420691,34,
130040,43.563572,5.420589,35,
130040,43.563572,5.420589,35,
130040,43.567181,5.421093,36,
130040,43.567181,5.421093,36,
130040,43.569752,5.418084,37,
130040,43.569752,5.418084,37,
130040,43.57291,5.409212,38,
130040,43.57291,5.409212,38,
130040,43.577324,5.410332,39,
130040,43.577324,5.410332,39,
130040,43.579315,5.410888,40,
130040,43.579315,5.410888,40,
130040,43.58012,5.41379,41,
130040,43.58012,5.41379,41,
130040,43.580101,5.417273,42,
130040,43.580101,5.417273,42,
130040,43.57946,5.418348,43,
130040,43.57946,5.418348,43,
130040,43.580608,5.42264,44,
130040,43.580608,5.42264,44,
130041,43.580608,5.42264,1,
130041,43.580608,5.42264,1,
130041,43.580734,5.421522,2,
130041,43.580734,5.421522,2,
130041,43.579662,5.41833,3,
130041,43.579662,5.41833,3,
130041,43.580147,5.416748,4,
130041,43.580147,5.416748,4,
130041,43.580204,5.413547,5,
130041,43.580204,5.413547,5,
130041,43.579433,5.410837,6,
130041,43.579433,5.410837,6,
130041,43.57819,5.409788,7,
130041,43.57819,5.409788,7,
130041,43.57291,5.409212,8,
130041,43.57291,5.409212,8,
130041,43.569576,5.418108,9,
130041,43.569576,5.418108,9,
130041,43.567177,5.420984,10,
130041,43.567177,5.420984,10,
130041,43.563667,5.420485,11,
130041,43.563667,5.420485,11,
130041,43.560471,5.420579,12,
